reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f5ede39e-d591-4463-a6c2-96754119f1cf,Bagas Fadhillah,https://play-lh.googleusercontent.com/a/ACg8ocKsBXNo4tAHEK9M-N7ut6pfmMh37QbKNZjP1MdTRThBqA=mo,"seru dan menantang,dan meelatih konsentrasi,dan strategi😍",5,0,24.8.1,2023-12-13 14:06:24,,,24.8.1
2ab0b21c-190a-44c6-97e3-64ca3ab453c8,Ricky Zakaria Resta Winarno,https://play-lh.googleusercontent.com/a/ACg8ocKorhptB5vQyi1vgOGxKWgmS6IZaTu_BT_uY0CT1vzs=mo,Sip bagus,5,0,24.9.1,2023-12-13 13:57:37,,,24.9.1
d3a21959-a3d0-4ced-ab0a-148b2f3dafc4,Delon Salu,https://play-lh.googleusercontent.com/a/ACg8ocIYv7lx1pqIL16vSeRkaUGCLSHJUhJFaFlVzv26W4BM=mo,"Tidak bisa nonton iklan, update terus banyak kerugian dalam pemain setiap season",1,0,23.24,2023-12-13 13:47:54,,,23.24
34569bcc-f0bf-4afe-a3f6-11d05d989a48,kepiting cungkring,https://play-lh.googleusercontent.com/a/ACg8ocIMvVVzhN0D6WHINP-35bznunlK3FSixpqB-YvibhP5=mo,Belajar mengadu taktik dalam sepak bola,5,0,24.9.1,2023-12-13 13:46:56,,,24.9.1
fc9a7ac3-de17-464e-a0a2-7a51d620ff9c,Ferdiano,https://play-lh.googleusercontent.com/a/ACg8ocLlb5ccFeoQ_Tdk2R_DAPNIlVVDr8xshHkXv5JfERb7=mo,"Saya main raja di raja seharusnya dapat 5 piala tapi kenapa dapat 4, dan orang yang belum pernah main langsung dapat 5 piala, kok bisa???? Tolong di perbaiki!!!",2,0,24.9.1,2023-12-13 13:44:52,,,24.9.1
9e4fac91-cc55-4592-b3d4-89a8e7850ba2,Rafli Raflez,https://play-lh.googleusercontent.com/a/ACg8ocLU5EqGHXlE3ICzeC4F80QPwtgFznSjiek-eB9j2Vgx=mo,Kendala di jaringan,3,0,24.8,2023-12-13 13:43:51,,,24.8
4b339342-2e01-40b6-9261-eda10cd4137f,Jones Manek,https://play-lh.googleusercontent.com/a/ACg8ocI9wGT9nU75Bz_xaSg3QM-bqH526groTLsWVJWZZWC-=mo,Nice game..👌👌,5,0,24.8,2023-12-13 13:31:33,"Thank you for your review, Manager! We are really passionate about Top Eleven and football in general. That's why we honestly appreciate every feedback from our players, as we are always trying hard to make Top Eleven better than before. Thanks for that, and see you on the pitch!",2022-08-03 07:20:12,24.8
eabb17f6-cbcc-4524-ae82-b68142a3ed2b,Yasir Andreas,https://play-lh.googleusercontent.com/a-/ALV-UjWxjWNfJaAgYcapAp-EU02C2BxXI8k_7QJm5NJzQtzi_t0,Mantap,5,0,24.8.1,2023-12-13 13:27:00,,,24.8.1
63201429-f632-4bb4-a528-c45ca4f09493,Syae Fudin,https://play-lh.googleusercontent.com/a/ACg8ocLdBtsy2YP-Hxomw44cXX1aRxGIdV_EscCOnRFXnrEE=mo,"Tolong admin ,untuk liga di buat 20 team biar makin seru dalam perebutan juara liganya. Dan untuk pemain pensiun kalau bisa di atas umur 40 tahun. Terimakasih banyak",4,0,24.9.1,2023-12-13 13:25:49,,,24.9.1
1cd28673-dd6e-468b-a585-f2f4e5907f11,Ikhwan Jaka Maulana,https://play-lh.googleusercontent.com/a-/ALV-UjW6zT-Fp7JcX58YXt3ciVRJux-SeLiAvNrB6Sr3SQkiaN0,Cool,5,0,24.9.1,2023-12-13 13:22:40,,,24.9.1
17eb036b-9160-480a-93ce-11d7045b0fc5,Maulana 1,https://play-lh.googleusercontent.com/a/ACg8ocLWmhqXOlvcgJ0mHoPzHUTvsCX3sqAPgJg6KCWU9nlv=mo,Mantull,5,0,24.8.1,2023-12-13 13:17:05,,,24.8.1
eb63fdf9-737d-4687-b575-0c4d17c75045,Teguh Septyan,https://play-lh.googleusercontent.com/a-/ALV-UjWU2scysqOqysFAgOjWLZ9egsRwGiU2kDOGFFFBteh6QQ,good nice,5,0,24.9.1,2023-12-13 13:13:34,,,24.9.1
ebcecaba-4b3b-4965-86bd-0cf26111dc88,Zonni Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjXFt5DzSMUnpEDYOU0GHIg8Li15AVVL9-pHNWDBk8jO24Y,👍👍👍👍,5,0,24.8.1,2023-12-13 13:09:50,,,24.8.1
1d8edd6f-9d3b-4158-a9a3-f1af2dabb8be,Dindin Solehudin,https://play-lh.googleusercontent.com/a-/ALV-UjXIbH7NjanwaQTwPCo88EBU3GiSDPyQoAvORf8_-n7T9nA,"Kita kesulitan untuk membuat formasi yang rapi dan presisi, tolong tambahkan template formasi atau guideline untuk memudahkan dalam mengatur formasi.",5,0,24.9.1,2023-12-13 13:09:15,,,24.9.1
9561a8c3-5855-4544-8198-6633f2a33f75,MUSIK SLOW ID,https://play-lh.googleusercontent.com/a-/ALV-UjUE62J0y3T_XOoeqQx1gSBlWBNWrxkRUX6YaXKP3tKHhQ,"MUAK DENGAN GAME INI TIDAK FAIR. tim saya 125 persen, melawan 110 persen, kualitas pemain jauh. tapi bisa kalah. padahal latihan habis-habisan.. game bodoh",1,0,,2023-12-13 13:05:12,,,
4a5c2548-c93a-4593-b20f-70d11484f217,Agung Tri Nurbijaksono,https://play-lh.googleusercontent.com/a-/ALV-UjV-rkmxodNNDpoPAT2jRT2tQvf0Sr4MUBVMhkMDc-j1TCs,Sulit banget juaraa Padahal pemain bintang udah diatas lawan,3,0,24.8,2023-12-13 13:03:09,,,24.8
c6352da6-45a4-41c1-9725-8f4ba94c4aad,Afdhalul Zikri,https://play-lh.googleusercontent.com/a-/ALV-UjWgg3ytTbshN8Df6F2aUIZJzFPCfd6Xosfovck7uNS8Hho,Kelazzz,5,0,24.9.1,2023-12-13 12:54:52,,,24.9.1
7929371b-98a5-457e-a9c4-072f2089c330,Alwi Suryadi,https://play-lh.googleusercontent.com/a-/ALV-UjWP3Itv6zDO5gHhHWL-1UfkUZm4kQiYCh3538h0zLXnzQE,Tolong klo angkat piala di liatin,5,0,24.8,2023-12-13 12:49:15,,,24.8
32826ad8-4bfd-4f22-bab2-b30f2b3a47b2,Muhammad Rassya,https://play-lh.googleusercontent.com/a-/ALV-UjV3YeUHEL4v5k7gQiPCokuRtRwYfs3TDN1PSMU-FET5jw,Seru,5,0,24.9.1,2023-12-13 12:47:28,,,24.9.1
fe93932a-d704-4ab8-b853-7164cc17be14,Geryan Puji,https://play-lh.googleusercontent.com/a-/ALV-UjWK3NVs2CAS96awyTMZj6SZlcKODIV-uLnP3Vujd3Ab8Q,Meningkatkan daya pikir tentang strategi,5,0,24.9.1,2023-12-13 12:47:27,,,24.9.1
7b73dc7a-69ec-4323-8919-08c3b17cdfe7,Sobir Abbad,https://play-lh.googleusercontent.com/a/ACg8ocLAAMSpYH8lmRM7hDlKd8y9yKVqKo6ow_44cr4q94Xb=mo,Tolong penurunan mutu terlalu besar 20% di kurangi 10% saja.. susah bagi yg tidak mampu ...,3,0,,2023-12-13 12:46:30,,,
fa964b91-0880-442f-8ee1-a009b9366b24,radith javasnararya,https://play-lh.googleusercontent.com/a/ACg8ocLnQhmuhgRlF_rmITBGVuMVibHq5h8B9llYnSn-UBKz=mo,Game nya bagus di tingkatkan lagi ya,5,0,24.9.1,2023-12-13 12:38:13,,,24.9.1
521aa69e-a117-4200-acbf-a818d06b5425,Aji Dharma Bahari,https://play-lh.googleusercontent.com/a-/ALV-UjVRQCtFRjOhIaMXNsZO6UAvkxbxelt_zX0fO3HjwkfR6Q6g,Makin ok,5,0,24.9.1,2023-12-13 12:32:31,,,24.9.1
a9d798fd-1121-4a4f-b912-23bcb0735f10,Arifin,https://play-lh.googleusercontent.com/a/ACg8ocJkwakl4s1gX4JbV4aYm5_Lf6plwtCC4GhZiFJqBBKf=mo,Good job,5,0,24.9.1,2023-12-13 12:30:12,,,24.9.1
1b87c508-1b14-49d6-87cf-037888254bc5,ukki isra,https://play-lh.googleusercontent.com/a/ACg8ocKkyjGiHVNrhjOu2W3TMU9QbVxAgWvbTVmDtO1g5qY=mo,Ok sip,5,0,24.9.1,2023-12-13 12:29:44,,,24.9.1
ea02a207-7e82-4bd9-be57-54c302f2431a,Dimas Akbar Rahmatiansyah,https://play-lh.googleusercontent.com/a-/ALV-UjXTR_pssSLspIMB7tc0PEM3OowE3zV0ogaDAqoPbV4Lrw,"Permudah token dengan event, posisi 4 besar liga 5 - 1 token, jawara champion 10 token, jawara cup 10 token,",5,0,24.9.1,2023-12-13 12:27:41,,,24.9.1
6765be11-87ad-4f95-b1ad-6be6ff311b19,Yogi Pratama,https://play-lh.googleusercontent.com/a/ACg8ocIkfqyzVVwKs30rUKUEhlNU93xNe_8uwOWc6kN34uhi=mo,Yaa lumayan lah,4,0,24.8.1,2023-12-13 12:27:38,,,24.8.1
fa2e8512-0824-4aa2-b388-2dd6a98bdd3e,Hendrik Pratama,https://play-lh.googleusercontent.com/a-/ALV-UjU7VlIH119JSzUTPlC3i3lt0qtUej5zOzxqwHx4uHmDIA,"BTW KALO ADA IFENT RAJA DI RAJA KLO MUTU TIM 65 SAMPAI 70%NAN, JAGAN LAH DI KASIH MUSUH YANG MUTUNYA TIMNYA 90 KE ATAS ITU NAMANYA GAK ADIL, TIM GW MUTU 70 DI KASIH LAWAN 89 KE ATAS APAAN SUSAH MENANG MLZ LAH MAIN ANJG!!!",5,0,24.8.1,2023-12-13 12:25:19,,,24.8.1
bf8b59e5-c6ba-4fac-a1dc-a73536bd48b3,fredy rinaldi,https://play-lh.googleusercontent.com/a/ACg8ocIS3DeduAhlIeDqMAdm7X-toedsvm5iPEIjAC0IWy5M=mo,Sangat menyenangkan dan menghibur..cuma sekarang setelah di perbarui aplikasi suka error' dan lemot tolong di perbaiki lagi agar yg main juga enak..,5,0,24.9.1,2023-12-13 12:21:56,,,24.9.1
5c89b809-5209-4dde-a9e1-c528dd66d7c4,Nicha Herlambang,https://play-lh.googleusercontent.com/a/ACg8ocJic6biVlzbDPMK5A5Tk9GDEMrI2e9E8yBM4pSUKaAO=mo,Game terbaik,5,0,24.9.1,2023-12-13 12:16:19,,,24.9.1
bf3cd632-9707-478c-8e97-7fddfd33c36b,Riza Aprialdy,https://play-lh.googleusercontent.com/a-/ALV-UjVmLFeKMPATd-bgG-3Fa3aBTXVYDchiTAtnGlmbjcHdtg,Sangat sangat puas dan menyenangkan buat mengisi dan belajar menjadi manager yg baik,5,0,,2023-12-13 12:13:47,,,
e808908e-a9f9-4483-9a71-e7f7170ec968,Zidan Alfian,https://play-lh.googleusercontent.com/a/ACg8ocKwkQ8I7-txO733yFOpSdn8kSGNMwrGELWPnhWJ8pJ0=mo,Lumayan,5,0,24.9.1,2023-12-13 12:13:22,,,24.9.1
f8615b07-6abd-49a7-b834-598bf7c5b5d0,Ahmad Alhakim,https://play-lh.googleusercontent.com/a/ACg8ocJ1i9t9olRGb9lY_Ctkiy04TnzSrKIIqiCIclRwaR7q=mo,Efek nya bagus tapi sering update terus,5,0,24.8,2023-12-13 12:11:42,,,24.8
9271601e-645a-45ac-b903-b2351529474e,Nur Arifin S Kasman,https://play-lh.googleusercontent.com/a/ACg8ocLz7i6KXgqkkuwuQflHoxySkLr6kmibffYs_ZTN7oMt=mo,"Mantap................,................... Tapi ini sering sekali di update gak ada perubahan kurasa.",5,0,24.8,2023-12-13 12:10:11,,,24.8
05325fbf-bb65-43bc-931d-ad14b8e2ac2a,joko kurniawan,https://play-lh.googleusercontent.com/a/ACg8ocIpX3G9FP-z57DPBujsBQpBMq96RL1vcgm6YWT5KazW=mo,tolong untuk pemain f2p disetarain dong biar imbang... sukses selalu buat nordeus,5,0,,2023-12-13 12:04:52,,,
58fc2ea7-cadd-4ee1-8365-03f9f32efca7,Candra Kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjUNpfeEfpvxiC1MDV9BK5b5ir7lPvUC15BilssEslaW4xqC,awesome,5,0,24.9.1,2023-12-13 12:04:44,"Thank you for your review, Manager! We are really passionate about Top Eleven and football in general. That's why we honestly appreciate every feedback from our players, as we are always trying hard to make Top Eleven better than before. Thanks for that, and see you on the pitch!",2023-04-09 12:45:43,24.9.1
d5ceff58-8ad6-4813-82e3-cfbfd6f6b57d,Ledy Supratman,https://play-lh.googleusercontent.com/a/ACg8ocKPd_P_adJBSiUxBufcu0N6GuXFeZB_pnj0-ErhZzXO=mo,"Worth it bgt,,main bisa sembari santuy",5,0,24.9.1,2023-12-13 12:00:56,,,24.9.1
9ee9e5bf-7220-4622-961d-945ef6091d03,Yemi Wati,https://play-lh.googleusercontent.com/a/ACg8ocLYJkLIZaVd6JwwOwKrZVPSMMUgLcDSU6cyhmyi2aYO=mo,Sangat bagus,5,0,24.9.1,2023-12-13 12:00:52,,,24.9.1
baab92b5-ffc4-419d-94d5-5a2c9acd74b9,Arfi Jaya putra,https://play-lh.googleusercontent.com/a/ACg8ocKHmefUjTXa4tkrbZN2u0tAIcDo-oMLr9I8H7ETM6Z8=mo,Lumayan buat ngisi waktu luang dan ok dan ilangin bug atw cheat,5,0,24.9.1,2023-12-13 12:00:02,,,24.9.1
fcdd1158-a16c-418f-a6d4-21a28f4d80d1,Nellaf,https://play-lh.googleusercontent.com/a-/ALV-UjW15IjkbJT0dI5DVMNPeBT-yKd0i_zjx1GviT2_lJLIufM,Gg hh bosnn,5,0,24.9.1,2023-12-13 11:54:27,,,24.9.1
4408822f-fce8-4a89-a38e-d20c3b104de4,Boim 77,https://play-lh.googleusercontent.com/a-/ALV-UjX0D6hjl17aeo7BLSrhMYdPK4DsI8FCly1lDwmrCFR0aP4,Good,5,0,24.8.1,2023-12-13 11:49:57,,,24.8.1
29b0c135-f418-40bb-9809-f3c7bae75fd4,Danial Abdussalam,https://play-lh.googleusercontent.com/a-/ALV-UjVOA8y2IK_CShtVRrST2zqjfSy3B9Ksa78xL5NtIcWC0Lc,"Mantap, suka...",5,0,24.9.1,2023-12-13 11:44:53,"Hi Manager, thanks for your review. We would love to hear more about your experience so that we can use your valuable feedback to deliver an even better experience in Top Eleven next time. Again, thank you for making time to write your review. Hope to see you on the pitch!",2022-08-03 07:28:29,24.9.1
3e68e8f4-3b37-4d9a-b519-d2785cd0267f,Dhery Lubalu,https://play-lh.googleusercontent.com/a-/ALV-UjVkfZb9hPtCi6YoAIkuxiSbcsM6WiilzuA2ss3Yj8RCFZY,"Gamenya bagus, menarik dan seru, asyik",5,0,24.9.1,2023-12-13 11:23:12,,,24.9.1
1a5d91af-f6e4-44a7-ad12-3e5c493fef92,Anugrah Rajab,https://play-lh.googleusercontent.com/a-/ALV-UjUu8WAh0vEcc3ONAZjtHjIK2EzOcubmvhja80MfaPo-JQ,I like,5,0,,2023-12-13 11:18:41,,,
d41c2aca-0824-4d2d-88fb-5a16664358a9,Andriyana Fauzi,https://play-lh.googleusercontent.com/a-/ALV-UjUJ8LOc9AywwZ2XzKDTVHmYVc1tBmJeT4EHBCfh8pJ74gI,Good game!!!!,5,0,24.8.1,2023-12-13 11:15:09,,,24.8.1
9398fcec-29f4-41d4-8d91-20223b032814,PUBGM & Mobile Legends Utama,https://play-lh.googleusercontent.com/a-/ALV-UjX_WqLa40XWE-LH0JW8yPfvsiMQyuvQn5EoH7rygwIrGA,Good game,5,0,,2023-12-13 11:00:29,,,
d82fbf26-77c8-4bd6-926b-93cad1533cd2,Edi Kurniawan,https://play-lh.googleusercontent.com/a/ACg8ocJROP_oYXklLv_AwC-BejezG3ZPWqMBOuXHq5uf2e3L=mo,Mantapp,5,0,,2023-12-13 10:54:20,,,
d74719fd-f621-4d8c-9abc-706aeb634b26,Ahmad Riyan Andriyanto,https://play-lh.googleusercontent.com/a-/ALV-UjVRoWw3Nk2HP2c0ncTS_E_MpceWobwooTV5uqVwPavYp9I,"Saran setiap akhir musim jangan langsung trun 1 bintang, kalo bisa turun sesuai performa pemain selama 1 musim",5,1,24.9.1,2023-12-13 10:54:08,,,24.9.1
e3f3fd5f-8ed9-49de-9e73-a36e115e644d,soelistiono nur arianto,https://play-lh.googleusercontent.com/a-/ALV-UjVO6uqNTngc0OkudnH7WACljvH8McpCj4puav-Du8H6xB4,"Permainnya seru dan makin bagus terus berinovasi ya, semoga sering dapat bonus",5,0,24.9.1,2023-12-13 10:40:45,,,24.9.1
1c382506-4959-4965-921a-e693f141e3c3,Antonius Erlindeka,https://play-lh.googleusercontent.com/a-/ALV-UjX2z8g66_5ekRhjfqBr8hAtjEWDyMJNKLeWUbDXMYqbaw,Good!!! Lets play,5,0,24.9.1,2023-12-13 10:38:30,,,24.9.1
8b65f4ef-8792-4fef-a080-197178878093,Syarif Maulana,https://play-lh.googleusercontent.com/a-/ALV-UjXJmXPUIAxgCFZI-2s5ybsIJmVPS5tuYd0of1NsdOwmTw,"Seru mantap,",5,0,24.8,2023-12-13 10:35:10,,,24.8
001833bb-fc0d-4f8b-97db-dbaf64a3a79c,bernad gomer triyadi,https://play-lh.googleusercontent.com/a-/ALV-UjVaxCxgf4GppV6xU03kp2bfKB7uKHlT4i9i5dCBAxWi1-o,Update terus tapi setiap ganti season selalu pemain kurqng 1* padahal mau naik 1* aja susah sekali kalau bisa ya turun 20-40% ajalah poin bintangnya,1,0,24.9.1,2023-12-13 10:30:29,,,24.9.1
42fe5add-66b4-4ad8-bd18-ebf23541f59c,Juansyah Johan,https://play-lh.googleusercontent.com/a/ACg8ocIgPFnIfSMqrnn-pk8b7HKPUYC4ZsMRKGeHeAgArOn_=mo,Mantaaap,5,0,24.9.1,2023-12-13 10:30:26,,,24.9.1
2f5e8f10-299f-4308-98a2-c279e622966e,Rocky Purbantara,https://play-lh.googleusercontent.com/a-/ALV-UjUvMYdKB1GCp9KLekK9qLr9p1ISmvYfXAUNFWlg5Xm2ceFg,"Luar biasa👍keren👍mantap👍.Seru pake banget buat ngisi waktu luang,game manager yang ini nih beda dan okeeee pake banget juga.Yang belum download buruan cobain,seru nih,ga bohong yuk yuk yuk,bisa tanding sama tim dari negara mana aja.Kalo mau tanding sama gw, cari aja tim RCMilan.Cari temen sebanyak banyak nya.MANTAP POKOKE,Game nya sudah 3D. TOP ELEVEN..TOP game nya..yuk lah yg belum download..buruan download. Ga akan nyesel. Kl ga download malah nyesel. Yuk tanding bareng atur strategi suka2.",5,419,24.9.1,2023-12-13 10:17:57,"Hi Manager! Thanks for sharing your thoughts with us. Our team is regularly working on improving Top Eleven, and your input is precious. We are going to forward your feedback to them. See you on the touchline!",2023-04-08 12:22:22,24.9.1
91f24a28-18d6-43d0-a1bd-d631e2429ca4,Yazid Noer,https://play-lh.googleusercontent.com/a/ACg8ocJUGtBkL6qZ9clYlLVn6p9Yjb14KDgZf1pRQ-QsPZjv=mo,Baguss,5,0,24.8.1,2023-12-13 10:12:30,,,24.8.1
b45f54ed-7ac8-4c65-80f8-943e1d310478,Radhit Tasya,https://play-lh.googleusercontent.com/a/ACg8ocJ9I6JI4b9zA13vdk8uaGKhI3TsBxWlX2MJZler1seN=mo,Mantab...menghilangkan stress jugs,1,0,24.5,2023-12-13 10:02:49,,,24.5
34e15a26-042c-42cb-a790-e2c08ce7d84b,aom muharom,https://play-lh.googleusercontent.com/a-/ALV-UjUxDOBhDG0NV7KlVgefc_diCsU8kfrRiLxY9axQVt2wNBM,"#Update replay gol #Teknik formasi yang harus ditingkatkan lg, Agar benar2 real fm nya #Tutor pemain tua ke pemain muda belum ada, karena pemain udh 26 tahun aja udh lambat bgd perkembangannya",5,25,24.9.1,2023-12-13 09:16:25,,,24.9.1
9d3e2107-d5e8-4b2c-b7bb-452d21899b3f,andri andriansyah,https://play-lh.googleusercontent.com/a/ACg8ocLFznBxdTdcPoEGdK4IYVziJyYLiSbTJQpXFOaBh0k=mo,Good game mantapp tp reting pemain terlalu besar turun nya,5,0,24.9.1,2023-12-13 08:53:39,,,24.9.1
161b6f9e-2944-4bbb-ae7b-1fbfd35d9cb1,wan wagin,https://play-lh.googleusercontent.com/a-/ALV-UjVqc_Q_kfWLJMvKxffW9JgmPd3BjGslZHtFJenxl-R__g,"Ok. Mantap .......,.",5,0,,2023-12-13 08:53:33,,,
23aba470-4856-427e-a213-b1039bb42ab9,Muhammad Fadhli,https://play-lh.googleusercontent.com/a-/ALV-UjXsHWarRQL3FsLSU9eJLXNyWBV67v38L3KysuJGLZezxfY,Bagus,5,0,24.8,2023-12-13 08:51:59,,,24.8
fdc54904-0cec-47aa-abc7-2cafab2ddd36,NoNamE,https://play-lh.googleusercontent.com/a-/ALV-UjXZ7aCDz9LCG0wAuNvQsKLQ-v-Wh4UpNR4QUaJylueNGA,NO KOMEN,4,0,24.9.1,2023-12-13 08:42:30,,,24.9.1
14d3b6c9-9698-459c-a448-60bf685e1691,Ikrar Prasetya,https://play-lh.googleusercontent.com/a/ACg8ocLOMthEO5i7_ukCPRGtc7vvxdLV1ZMsW-23-Mdoofmx=mo,"Event nya kurang seru dan game nya terlalu ""pay to win"" ga kaya game sebelah banyak event gratisan nya",3,0,,2023-12-13 08:32:27,,,
a6ddcc55-9d8c-4cb9-98fe-8790be391d69,Raihan Mahreza,https://play-lh.googleusercontent.com/a-/ALV-UjVF75wAOa2AyC2Jc-MNM88E5QM-T_Ghoa8ggN8GDYYvLf0,MANTAP MANTAP,5,0,24.9.1,2023-12-13 08:16:33,,,24.9.1
a50a9fe5-16f8-4c52-bd80-cb4c0418bcb4,Alvian Prasetya,https://play-lh.googleusercontent.com/a-/ALV-UjWT8mEgOnE7yi600TY5g88Krxeo3kqSocCPfXhIT41VBdw,Bagus,5,0,24.9.1,2023-12-13 08:11:44,,,24.9.1
c5887228-cc15-4c24-a011-e15cc8e7f099,Hari purnomo,https://play-lh.googleusercontent.com/a/ACg8ocJ4Bk8Ngli18_IIQzUBWJr4_kdBBYx5Kv7dYV77X1xD=mo,😁,4,0,,2023-12-13 08:02:49,,,
5a2172be-e73d-4a6b-98d2-0c78a375a049,Eric Rama Dhani,https://play-lh.googleusercontent.com/a/ACg8ocIjYx6rTETbYiwfKWRsXoHZr94YwGnQohcaAk5ym1hmEyQ=mo,Susah banget dapetin token untuk membeli pemain menjadi sulit,3,0,24.9.1,2023-12-13 08:02:39,,,24.9.1
e7d10340-4cca-4aca-9209-32fd28a310ef,D'marya Chanel,https://play-lh.googleusercontent.com/a-/ALV-UjXhHbBOpIJplsZOqWQtb-t_vq91ImOBzQwicLk5s8X0-A,"5 bintang untuk Gamenya bagus baget. Tokennya terlalu mahal tapi masih bisa diikuti tanpa pembelian. Sering ketinggalan pertandingan jd gak bisa menikmati pertandingannya, akan menyenangkan jika bisa diputar ulang untuk melihat pertandingan. Penjualan pemain sebaiknya mendapatkan bagian dari token nya.",5,0,24.9.1,2023-12-13 07:29:44,,,24.9.1
c894f458-e499-4a26-b5a1-a0701e21cc27,Wildan Firdaus,https://play-lh.googleusercontent.com/a-/ALV-UjXupCu-phkLQjT4VsKtcnKAHf3pfE-gqagTs7Vrj7FVtEc,Seru paling gamer ini sangatlah tidak seru,1,0,24.8.1,2023-12-13 07:28:18,,,24.8.1
4cec5802-a1f0-4588-9162-1ab986c360d1,Harken Fauzi,https://play-lh.googleusercontent.com/a-/ALV-UjVftpdmaHJSE6ccxllxbhDwKp74-JVVXEaRIhA2xaEnRME,Terbaikk,5,0,24.9.1,2023-12-13 07:20:37,,,24.9.1
